,baseline_1,baseline_2,baseline_7,sl_lstm,ml_lstm,sl_lstm_s2s,ml_lstm_s2s,cnn_sl_lstm_s2s,cnn_ml_lstm_s2s,addictive_sl,addictive_ml,multihead_sl,multihead_ml,nbeats_lstm,nbeats_add_lstm,nbeats_mh_lstm
72,0.12825589,0.12658736,0.12634118,0.1414437,0.20769392,0.20747353,0.21118313,0.2369354,0.23058943,0.23358947,0.2495233,0.24023764,0.23210163,0.2238445,0.21655294,0.21035375
73,0.12827872,0.12660277,0.12635088,0.14166236,0.20772238,0.20749222,0.21125379,0.2369451,0.23061006,0.23366214,0.24953939,0.24025658,0.23211296,0.2238598,0.21656758,0.21036683
74,0.12834121,0.12664826,0.126362,0.14182563,0.20775172,0.20751424,0.21131562,0.23695293,0.23062323,0.23371837,0.249558,0.24027877,0.23212889,0.22387771,0.21658288,0.21037866
75,0.12836367,0.12667568,0.12637097,0.14203937,0.20780198,0.20753166,0.21139279,0.23696925,0.23063955,0.23378718,0.24957627,0.24029599,0.23214652,0.22389373,0.21659604,0.21039297
76,0.12838686,0.12667613,0.12637596,0.14225736,0.20783733,0.20755547,0.21147346,0.23698215,0.23066041,0.23386082,0.24959196,0.24031743,0.2321599,0.22391018,0.21661058,0.21040338
77,0.12865843,0.1266774,0.12638211,0.14249158,0.2078772,0.20757942,0.21155336,0.23700064,0.2306815,0.23392992,0.24961063,0.24033807,0.23216866,0.22392754,0.21662492,0.21041508
78,0.12870356,0.12673092,0.1263855,0.1427089,0.20792374,0.20759578,0.21163215,0.23701316,0.23070075,0.23400116,0.2496272,0.2403575,0.23218872,0.22394216,0.21663862,0.21042745
79,0.1287386,0.12673141,0.1264136,0.14293303,0.20797382,0.20760892,0.21170978,0.23702914,0.2307231,0.23407137,0.24964704,0.24037729,0.23220544,0.22396262,0.21665187,0.21043806
80,0.12882593,0.12674111,0.12641752,0.14314236,0.20801505,0.20762973,0.2117912,0.23704611,0.23074578,0.23414068,0.24966581,0.24039459,0.23221946,0.22398019,0.2166689,0.21044931
81,0.1293124,0.12676659,0.12643242,0.14335583,0.20804964,0.20764562,0.21186678,0.23706263,0.2307677,0.23421103,0.24968493,0.24041255,0.23223467,0.22399756,0.21668078,0.21046154
82,0.12936492,0.12677221,0.12644815,0.14357905,0.2080969,0.20766172,0.2119471,0.23707658,0.23078178,0.23428303,0.24969898,0.24042466,0.23224914,0.22400583,0.21669039,0.21046738
83,0.12978078,0.12677729,0.12646237,0.14380692,0.20815058,0.2076772,0.21202457,0.23708725,0.23079966,0.23435342,0.2497122,0.24044064,0.23226443,0.22401863,0.21670088,0.21047667
84,0.12990677,0.12678112,0.1264717,0.14401907,0.20818822,0.20768939,0.21209818,0.23709932,0.23081817,0.23442452,0.24972554,0.24045806,0.23227535,0.22403304,0.21671237,0.21048412
85,0.13000146,0.12679303,0.12647992,0.14424776,0.20821965,0.20769994,0.21217719,0.23711532,0.23083754,0.23449583,0.24973828,0.24047662,0.23228975,0.2240455,0.21672234,0.21049316
